id,date,time,what_i_did,user_id
1307,2025-05-28,9:21-10:30,Do anything like Watching drawing and More,samadhi
1308,2025-05-28,10:31-11:00,Do anything,samadhi
1309,2025-05-28,11:01-12:00,Maybe told to do homework or play outside.,samadhi
1310,2025-05-28,12:01-1:00,Eat,samadhi
1311,2025-05-28,1:01-2:00,eat if didn't eat from 12:01-1:00,samadhi
1312,2025-05-28,2:01-3:30,anything,samadhi
1313,2025-05-28,3:30-6:00,Home work,samadhi
1314,2025-05-28,6:01-7:30,Watch,samadhi
1315,2025-05-28,7:31-8:30,Dinner,samadhi
1316,2025-05-28,8:31-9:20,Try to sleep,samadhi
1317,2025-05-29,7:30-7:59,Woke up brushed made bed,samadhi
1318,2025-05-29,8:00-8:30,Go downstairs and eat breakfast,samadhi
1319,2025-05-29,8:31-9:00,Play,samadhi
1320,2025-05-29,9:01-9:20,do UCMAS,samadhi
1321,2025-05-29,9:21-10:30,Do anything like Watching drawing and More,samadhi
1322,2025-05-29,10:31-11:00,Do anything,samadhi
1323,2025-05-29,11:01-12:00,Maybe told to do homework or play outside.,samadhi
1324,2025-05-29,12:01-1:00,Eat,samadhi
1325,2025-05-29,1:01-2:00,eat if didn't eat from 12:01-1:00,samadhi
1326,2025-05-29,2:01-3:30,anything,samadhi
1327,2025-05-29,3:30-6:00,Home work,samadhi
1328,2025-05-29,6:01-7:30,Watch,samadhi
1329,2025-05-29,7:31-8:30,Dinner,samadhi
1330,2025-05-29,8:31-9:20,Try to sleep,samadhi
1331,2025-05-30,7:30-7:59,Woke up brushed made bed,samadhi
1332,2025-05-30,8:00-8:30,Go downstairs and eat breakfast,samadhi
1333,2025-05-30,8:31-9:00,Play,samadhi
1334,2025-05-30,9:01-9:20,do UCMAS,samadhi
1335,2025-05-30,9:21-10:30,Do anything like Watching drawing and More,samadhi
1336,2025-05-30,10:31-11:00,Do anything,samadhi
1337,2025-05-30,11:01-12:00,Maybe told to do homework or play outside.,samadhi
1338,2025-05-30,12:01-1:00,Eat,samadhi
1339,2025-05-30,1:01-2:00,eat if didn't eat from 12:01-1:00,samadhi
1340,2025-05-30,2:01-3:30,anything,samadhi
1341,2025-05-30,3:30-6:00,Home work,samadhi
1342,2025-05-30,6:01-7:30,Watch,samadhi
1343,2025-05-30,7:31-8:30,Dinner,samadhi
1344,2025-05-30,8:31-9:20,Try to sleep,samadhi
1345,2025-05-31,7:30-7:59,Woke up brushed made bed,samadhi
1346,2025-05-31,8:00-8:30,Go downstairs and eat breakfast,samadhi
1347,2025-05-31,8:31-9:00,Play,samadhi
1348,2025-05-31,9:01-9:20,do UCMAS,samadhi
1350,2025-05-31,10:31-11:00,Do anything,samadhi
1351,2025-05-31,11:01-12:00,Maybe told to do homework or play outside.,samadhi
1352,2025-05-31,12:01-1:00,Eat,samadhi
1353,2025-05-31,1:01-2:00,eat if didn't eat from 12:01-1:00,samadhi
1354,2025-05-31,2:01-3:30,anything,samadhi
1355,2025-05-31,3:30-6:00,Home work,samadhi
1356,2025-05-31,6:01-7:30,Watch,samadhi
1357,2025-05-31,7:31-8:30,Dinner,samadhi
1358,2025-05-31,8:31-9:20,Try to sleep,samadhi
1359,2025-05-01,7:30-7:59,Woke up brushed made bed,Bela 
1360,2025-05-01,8:00-8:30,Go downstairs and eat breakfast,Bela 
1361,2025-05-01,8:31-9:00,Play,Bela 
1362,2025-05-01,9:01-9:20,do UCMAS,Bela 
1363,2025-05-01,9:21-10:30,Do anything like Watching drawing and More,Bela 
1364,2025-05-01,10:31-11:00,Do anything,Bela 
1365,2025-05-01,11:01-12:00,Maybe told to do homework or play outside.,Bela 
1366,2025-05-01,12:01-1:00,Eat,Bela 
1367,2025-05-01,1:01-2:00,eat if didn't eat from 12:01-1:00,Bela 
1368,2025-05-01,2:01-3:30,anything,Bela 
1369,2025-05-01,3:30-6:00,Home work,Bela 
1370,2025-05-01,6:01-7:30,Watch,Bela 
1371,2025-05-01,7:31-8:30,Dinner,Bela 
1372,2025-05-01,8:31-9:20,Try to sleep,Bela 
1373,2025-05-02,7:30-7:59,Woke up brushed made bed,Bela 
1374,2025-05-02,8:00-8:30,Go downstairs and eat breakfast,Bela 
1375,2025-05-02,8:31-9:00,Play,Bela 
1376,2025-05-02,9:01-9:20,do UCMAS,Bela 
1377,2025-05-02,9:21-10:30,Do anything like Watching drawing and More,Bela 
1378,2025-05-02,10:31-11:00,Do anything,Bela 
1379,2025-05-02,11:01-12:00,Maybe told to do homework or play outside.,Bela 
1380,2025-05-02,12:01-1:00,Eat,Bela 
1381,2025-05-02,1:01-2:00,eat if didn't eat from 12:01-1:00,Bela 
1382,2025-05-02,2:01-3:30,anything,Bela 
1383,2025-05-02,3:30-6:00,Home work,Bela 
1384,2025-05-02,6:01-7:30,Watch,Bela 
1385,2025-05-02,7:31-8:30,Dinner,Bela 
1386,2025-05-02,8:31-9:20,Try to sleep,Bela 
1387,2025-05-03,7:30-7:59,Woke up brushed made bed,Bela 
1388,2025-05-03,8:00-8:30,Go downstairs and eat breakfast,Bela 
1389,2025-05-03,8:31-9:00,Play,Bela 
1390,2025-05-03,9:01-9:20,do UCMAS,Bela 
1391,2025-05-03,9:21-10:30,Do anything like Watching drawing and More,Bela 
1392,2025-05-03,10:31-11:00,Do anything,Bela 
1393,2025-05-03,11:01-12:00,Maybe told to do homework or play outside.,Bela 
1394,2025-05-03,12:01-1:00,Eat,Bela 
1395,2025-05-03,1:01-2:00,eat if didn't eat from 12:01-1:00,Bela 
1396,2025-05-03,2:01-3:30,anything,Bela 
1397,2025-05-03,3:30-6:00,Home work,Bela 
1398,2025-05-03,6:01-7:30,Watch,Bela 
1399,2025-05-03,7:31-8:30,Dinner,Bela 
1400,2025-05-03,8:31-9:20,Try to sleep,Bela 
1401,2025-05-04,7:30-7:59,Woke up brushed made bed,Bela 
1402,2025-05-04,8:00-8:30,Go downstairs and eat breakfast,Bela 
1403,2025-05-04,8:31-9:00,Play,Bela 
1404,2025-05-04,9:01-9:20,do UCMAS,Bela 
1405,2025-05-04,9:21-10:30,Do anything like Watching drawing and More,Bela 
1406,2025-05-04,10:31-11:00,Do anything,Bela 
1407,2025-05-04,11:01-12:00,Maybe told to do homework or play outside.,Bela 
1408,2025-05-04,12:01-1:00,Eat,Bela 
1409,2025-05-04,1:01-2:00,eat if didn't eat from 12:01-1:00,Bela 
1410,2025-05-04,2:01-3:30,anything,Bela 
1411,2025-05-04,3:30-6:00,Home work,Bela 
1412,2025-05-04,6:01-7:30,Watch,Bela 
1413,2025-05-04,7:31-8:30,Dinner,Bela 
1414,2025-05-04,8:31-9:20,Try to sleep,Bela 
1415,2025-05-05,7:30-7:59,Woke up brushed made bed,Bela 
1416,2025-05-05,8:00-8:30,Go downstairs and eat breakfast,Bela 
1417,2025-05-05,8:31-9:00,Play,Bela 
1418,2025-05-05,9:01-9:20,do UCMAS,Bela 
1419,2025-05-05,9:21-10:30,Do anything like Watching drawing and More,Bela 
1420,2025-05-05,10:31-11:00,Do anything,Bela 
1421,2025-05-05,11:01-12:00,Maybe told to do homework or play outside.,Bela 
1422,2025-05-05,12:01-1:00,Eat,Bela 
1423,2025-05-05,1:01-2:00,eat if didn't eat from 12:01-1:00,Bela 
1424,2025-05-05,2:01-3:30,anything,Bela 
1425,2025-05-05,3:30-6:00,Home work,Bela 
1426,2025-05-05,6:01-7:30,Watch,Bela 
1427,2025-05-05,7:31-8:30,Dinner,Bela 
1428,2025-05-05,8:31-9:20,Try to sleep,Bela 
1429,2025-05-06,7:30-7:59,Woke up brushed made bed,Bela 
1430,2025-05-06,8:00-8:30,Go downstairs and eat breakfast,Bela 
1431,2025-05-06,8:31-9:00,Play,Bela 
1432,2025-05-06,9:01-9:20,do UCMAS,Bela 
1433,2025-05-06,9:21-10:30,Do anything like Watching drawing and More,Bela 
1434,2025-05-06,10:31-11:00,Do anything,Bela 
1435,2025-05-06,11:01-12:00,Maybe told to do homework or play outside.,Bela 
1436,2025-05-06,12:01-1:00,Eat,Bela 
1437,2025-05-06,1:01-2:00,eat if didn't eat from 12:01-1:00,Bela 
1438,2025-05-06,2:01-3:30,anything,Bela 
1439,2025-05-06,3:30-6:00,Home work,Bela 
1440,2025-05-06,6:01-7:30,Watch,Bela 
1441,2025-05-06,7:31-8:30,Dinner,Bela 
1442,2025-05-06,8:31-9:20,Try to sleep,Bela 
1443,2025-05-07,7:30-7:59,Woke up brushed made bed,Bela 
1444,2025-05-07,8:00-8:30,Go downstairs and eat breakfast,Bela 
1445,2025-05-07,8:31-9:00,Play,Bela 
1446,2025-05-07,9:01-9:20,do UCMAS,Bela 
1447,2025-05-07,9:21-10:30,Do anything like Watching drawing and More,Bela 
1448,2025-05-07,10:31-11:00,Do anything,Bela 
1449,2025-05-07,11:01-12:00,Maybe told to do homework or play outside.,Bela 
1450,2025-05-07,12:01-1:00,Eat,Bela 
1451,2025-05-07,1:01-2:00,eat if didn't eat from 12:01-1:00,Bela 
1452,2025-05-07,2:01-3:30,anything,Bela 
1453,2025-05-07,3:30-6:00,Home work,Bela 
1454,2025-05-07,6:01-7:30,Watch,Bela 
1455,2025-05-07,7:31-8:30,Dinner,Bela 
1456,2025-05-07,8:31-9:20,Try to sleep,Bela 
1457,2025-05-08,7:30-7:59,Woke up brushed made bed,Bela 
1458,2025-05-08,8:00-8:30,Go downstairs and eat breakfast,Bela 
1459,2025-05-08,8:31-9:00,Play,Bela 
1460,2025-05-08,9:01-9:20,do UCMAS,Bela 
1461,2025-05-08,9:21-10:30,Do anything like Watching drawing and More,Bela 
1462,2025-05-08,10:31-11:00,Do anything,Bela 
1463,2025-05-08,11:01-12:00,Maybe told to do homework or play outside.,Bela 
1464,2025-05-08,12:01-1:00,Eat,Bela 
1465,2025-05-08,1:01-2:00,eat if didn't eat from 12:01-1:00,Bela 
1466,2025-05-08,2:01-3:30,anything,Bela 
1467,2025-05-08,3:30-6:00,Home work,Bela 
1468,2025-05-08,6:01-7:30,Watch,Bela 
1469,2025-05-08,7:31-8:30,Dinner,Bela 
1470,2025-05-08,8:31-9:20,Try to sleep,Bela 
1471,2025-05-09,7:30-7:59,Woke up brushed made bed,Bela 
1472,2025-05-09,8:00-8:30,Go downstairs and eat breakfast,Bela 
1473,2025-05-09,8:31-9:00,Play,Bela 
1474,2025-05-09,9:01-9:20,do UCMAS,Bela 
1475,2025-05-09,9:21-10:30,Do anything like Watching drawing and More,Bela 
1476,2025-05-09,10:31-11:00,Do anything,Bela 
1477,2025-05-09,11:01-12:00,Maybe told to do homework or play outside.,Bela 
1478,2025-05-09,12:01-1:00,Eat,Bela 
1479,2025-05-09,1:01-2:00,eat if didn't eat from 12:01-1:00,Bela 
1480,2025-05-09,2:01-3:30,anything,Bela 
1481,2025-05-09,3:30-6:00,Home work,Bela 
1482,2025-05-09,6:01-7:30,Watch,Bela 
1483,2025-05-09,7:31-8:30,Dinner,Bela 
1484,2025-05-09,8:31-9:20,Try to sleep,Bela 
1485,2025-05-10,7:30-7:59,Woke up brushed made bed,Bela 
1486,2025-05-10,8:00-8:30,Go downstairs and eat breakfast,Bela 
1487,2025-05-10,8:31-9:00,Play,Bela 
1488,2025-05-10,9:01-9:20,do UCMAS,Bela 
1489,2025-05-10,9:21-10:30,Do anything like Watching drawing and More,Bela 
1490,2025-05-10,10:31-11:00,Do anything,Bela 
1491,2025-05-10,11:01-12:00,Maybe told to do homework or play outside.,Bela 
1492,2025-05-10,12:01-1:00,Eat,Bela 
1493,2025-05-10,1:01-2:00,eat if didn't eat from 12:01-1:00,Bela 
1494,2025-05-10,2:01-3:30,anything,Bela 
1495,2025-05-10,3:30-6:00,Home work,Bela 
1496,2025-05-10,6:01-7:30,Watch,Bela 
1497,2025-05-10,7:31-8:30,Dinner,Bela 
1498,2025-05-10,8:31-9:20,Try to sleep,Bela 
1499,2025-05-11,7:30-7:59,Woke up brushed made bed,Bela 
1500,2025-05-11,8:00-8:30,Go downstairs and eat breakfast,Bela 
1501,2025-05-11,8:31-9:00,Play,Bela 
1502,2025-05-11,9:01-9:20,do UCMAS,Bela 
1503,2025-05-11,9:21-10:30,Do anything like Watching drawing and More,Bela 
1504,2025-05-11,10:31-11:00,Do anything,Bela 
1505,2025-05-11,11:01-12:00,Maybe told to do homework or play outside.,Bela 
1506,2025-05-11,12:01-1:00,Eat,Bela 
1507,2025-05-11,1:01-2:00,eat if didn't eat from 12:01-1:00,Bela 
1508,2025-05-11,2:01-3:30,anything,Bela 
1509,2025-05-11,3:30-6:00,Home work,Bela 
1510,2025-05-11,6:01-7:30,Watch,Bela 
1511,2025-05-11,7:31-8:30,Dinner,Bela 
1512,2025-05-11,8:31-9:20,Try to sleep,Bela 
1513,2025-05-12,7:30-7:59,Woke up brushed made bed,Bela 
1514,2025-05-12,8:00-8:30,Go downstairs and eat breakfast,Bela 
1515,2025-05-12,8:31-9:00,Play,Bela 
1516,2025-05-12,9:01-9:20,do UCMAS,Bela 
1517,2025-05-12,9:21-10:30,Do anything like Watching drawing and More,Bela 
1518,2025-05-12,10:31-11:00,Do anything,Bela 
1519,2025-05-12,11:01-12:00,Maybe told to do homework or play outside.,Bela 
1520,2025-05-12,12:01-1:00,Eat,Bela 
1521,2025-05-12,1:01-2:00,eat if didn't eat from 12:01-1:00,Bela 
1522,2025-05-12,2:01-3:30,anything,Bela 
1523,2025-05-12,3:30-6:00,Home work,Bela 
1524,2025-05-12,6:01-7:30,Watch,Bela 
1525,2025-05-12,7:31-8:30,Dinner,Bela 
1526,2025-05-12,8:31-9:20,Try to sleep,Bela 
1527,2025-05-13,7:30-7:59,Woke up brushed made bed,Bela 
1528,2025-05-13,8:00-8:30,Go downstairs and eat breakfast,Bela 
1529,2025-05-13,8:31-9:00,Play,Bela 
1530,2025-05-13,9:01-9:20,do UCMAS,Bela 
1531,2025-05-13,9:21-10:30,Do anything like Watching drawing and More,Bela 
1532,2025-05-13,10:31-11:00,Do anything,Bela 
1533,2025-05-13,11:01-12:00,Maybe told to do homework or play outside.,Bela 
1534,2025-05-13,12:01-1:00,Eat,Bela 
1535,2025-05-13,1:01-2:00,eat if didn't eat from 12:01-1:00,Bela 
1536,2025-05-13,2:01-3:30,anything,Bela 
1537,2025-05-13,3:30-6:00,Home work,Bela 
1538,2025-05-13,6:01-7:30,Watch,Bela 
1539,2025-05-13,7:31-8:30,Dinner,Bela 
1540,2025-05-13,8:31-9:20,Try to sleep,Bela 
1541,2025-05-14,7:30-7:59,Woke up brushed made bed,Bela 
1542,2025-05-14,8:00-8:30,Go downstairs and eat breakfast,Bela 
1543,2025-05-14,8:31-9:00,Play,Bela 
1544,2025-05-14,9:01-9:20,do UCMAS,Bela 
1545,2025-05-14,9:21-10:30,Do anything like Watching drawing and More,Bela 
1546,2025-05-14,10:31-11:00,Do anything,Bela 
1547,2025-05-14,11:01-12:00,Maybe told to do homework or play outside.,Bela 
1548,2025-05-14,12:01-1:00,Eat,Bela 
1549,2025-05-14,1:01-2:00,eat if didn't eat from 12:01-1:00,Bela 
1550,2025-05-14,2:01-3:30,anything,Bela 
1551,2025-05-14,3:30-6:00,Home work,Bela 
1552,2025-05-14,6:01-7:30,Watch,Bela 
1553,2025-05-14,7:31-8:30,Dinner,Bela 
1554,2025-05-14,8:31-9:20,Try to sleep,Bela 
1555,2025-05-15,7:30-7:59,Woke up brushed made bed,Bela 
1556,2025-05-15,8:00-8:30,Go downstairs and eat breakfast,Bela 
1557,2025-05-15,8:31-9:00,Play,Bela 
1558,2025-05-15,9:01-9:20,do UCMAS,Bela 
1559,2025-05-15,9:21-10:30,Do anything like Watching drawing and More,Bela 
1560,2025-05-15,10:31-11:00,Do anything,Bela 
1561,2025-05-15,11:01-12:00,Maybe told to do homework or play outside.,Bela 
1562,2025-05-15,12:01-1:00,Eat,Bela 
1563,2025-05-15,1:01-2:00,eat if didn't eat from 12:01-1:00,Bela 
1564,2025-05-15,2:01-3:30,anything,Bela 
1565,2025-05-15,3:30-6:00,Home work,Bela 
1566,2025-05-15,6:01-7:30,Watch,Bela 
1567,2025-05-15,7:31-8:30,Dinner,Bela 
1568,2025-05-15,8:31-9:20,Try to sleep,Bela 
1569,2025-05-16,7:30-7:59,Woke up brushed made bed,Bela 
1570,2025-05-16,8:00-8:30,Go downstairs and eat breakfast,Bela 
1571,2025-05-16,8:31-9:00,Play,Bela 
1572,2025-05-16,9:01-9:20,do UCMAS,Bela 
1573,2025-05-16,9:21-10:30,Do anything like Watching drawing and More,Bela 
1574,2025-05-16,10:31-11:00,Do anything,Bela 
1575,2025-05-16,11:01-12:00,Maybe told to do homework or play outside.,Bela 
1576,2025-05-16,12:01-1:00,Eat,Bela 
1577,2025-05-16,1:01-2:00,eat if didn't eat from 12:01-1:00,Bela 
1578,2025-05-16,2:01-3:30,anything,Bela 
1579,2025-05-16,3:30-6:00,Home work,Bela 
1580,2025-05-16,6:01-7:30,Watch,Bela 
1581,2025-05-16,7:31-8:30,Dinner,Bela 
1582,2025-05-16,8:31-9:20,Try to sleep,Bela 
1583,2025-05-17,7:30-7:59,Woke up brushed made bed,Bela 
1584,2025-05-17,8:00-8:30,Go downstairs and eat breakfast,Bela 
1585,2025-05-17,8:31-9:00,Play,Bela 
1586,2025-05-17,9:01-9:20,do UCMAS,Bela 
1587,2025-05-17,9:21-10:30,Do anything like Watching drawing and More,Bela 
1588,2025-05-17,10:31-11:00,Do anything,Bela 
1589,2025-05-17,11:01-12:00,Maybe told to do homework or play outside.,Bela 
1590,2025-05-17,12:01-1:00,Eat,Bela 
1591,2025-05-17,1:01-2:00,eat if didn't eat from 12:01-1:00,Bela 
1592,2025-05-17,2:01-3:30,anything,Bela 
1593,2025-05-17,3:30-6:00,Home work,Bela 
1594,2025-05-17,6:01-7:30,Watch,Bela 
1595,2025-05-17,7:31-8:30,Dinner,Bela 
1596,2025-05-17,8:31-9:20,Try to sleep,Bela 
1597,2025-05-18,7:30-7:59,Woke up brushed made bed,Bela 
1598,2025-05-18,8:00-8:30,Go downstairs and eat breakfast,Bela 
1599,2025-05-18,8:31-9:00,Play,Bela 
1600,2025-05-18,9:01-9:20,do UCMAS,Bela 
1601,2025-05-18,9:21-10:30,Do anything like Watching drawing and More,Bela 
1602,2025-05-18,10:31-11:00,Do anything,Bela 
1603,2025-05-18,11:01-12:00,Maybe told to do homework or play outside.,Bela 
1604,2025-05-18,12:01-1:00,Eat,Bela 
1605,2025-05-18,1:01-2:00,eat if didn't eat from 12:01-1:00,Bela 
1606,2025-05-18,2:01-3:30,anything,Bela 
1607,2025-05-18,3:30-6:00,Home work,Bela 
1608,2025-05-18,6:01-7:30,Watch,Bela 
1609,2025-05-18,7:31-8:30,Dinner,Bela 
1610,2025-05-18,8:31-9:20,Try to sleep,Bela 
1611,2025-05-19,7:30-7:59,Woke up brushed made bed,Bela 
1612,2025-05-19,8:00-8:30,Go downstairs and eat breakfast,Bela 
1613,2025-05-19,8:31-9:00,Play,Bela 
1614,2025-05-19,9:01-9:20,do UCMAS,Bela 
1615,2025-05-19,9:21-10:30,Do anything like Watching drawing and More,Bela 
1616,2025-05-19,10:31-11:00,Do anything,Bela 
1617,2025-05-19,11:01-12:00,Maybe told to do homework or play outside.,Bela 
1618,2025-05-19,12:01-1:00,Eat,Bela 
1619,2025-05-19,1:01-2:00,eat if didn't eat from 12:01-1:00,Bela 
1620,2025-05-19,2:01-3:30,anything,Bela 
1621,2025-05-19,3:30-6:00,Home work,Bela 
1622,2025-05-19,6:01-7:30,Watch,Bela 
1623,2025-05-19,7:31-8:30,Dinner,Bela 
1624,2025-05-19,8:31-9:20,Try to sleep,Bela 
1625,2025-05-20,7:30-7:59,Woke up brushed made bed,Bela 
1626,2025-05-20,8:00-8:30,Go downstairs and eat breakfast,Bela 
1627,2025-05-20,8:31-9:00,Play,Bela 
1628,2025-05-20,9:01-9:20,do UCMAS,Bela 
1629,2025-05-20,9:21-10:30,Do anything like Watching drawing and More,Bela 
1630,2025-05-20,10:31-11:00,Do anything,Bela 
1631,2025-05-20,11:01-12:00,Maybe told to do homework or play outside.,Bela 
1632,2025-05-20,12:01-1:00,Eat,Bela 
1633,2025-05-20,1:01-2:00,eat if didn't eat from 12:01-1:00,Bela 
1634,2025-05-20,2:01-3:30,anything,Bela 
1635,2025-05-20,3:30-6:00,Home work,Bela 
1636,2025-05-20,6:01-7:30,Watch,Bela 
1637,2025-05-20,7:31-8:30,Dinner,Bela 
1638,2025-05-20,8:31-9:20,Try to sleep,Bela 
1639,2025-05-21,7:30-7:59,Woke up brushed made bed,Bela 
1640,2025-05-21,8:00-8:30,Go downstairs and eat breakfast,Bela 
1641,2025-05-21,8:31-9:00,Play,Bela 
1642,2025-05-21,9:01-9:20,do UCMAS,Bela 
1643,2025-05-21,9:21-10:30,Do anything like Watching drawing and More,Bela 
1644,2025-05-21,10:31-11:00,Do anything,Bela 
1645,2025-05-21,11:01-12:00,Maybe told to do homework or play outside.,Bela 
1646,2025-05-21,12:01-1:00,Eat,Bela 
1647,2025-05-21,1:01-2:00,eat if didn't eat from 12:01-1:00,Bela 
1648,2025-05-21,2:01-3:30,anything,Bela 
1649,2025-05-21,3:30-6:00,Home work,Bela 
1650,2025-05-21,6:01-7:30,Watch,Bela 
1651,2025-05-21,7:31-8:30,Dinner,Bela 
1652,2025-05-21,8:31-9:20,Try to sleep,Bela 
1653,2025-05-22,7:30-7:59,Woke up brushed made bed,Bela 
1654,2025-05-22,8:00-8:30,Go downstairs and eat breakfast,Bela 
1655,2025-05-22,8:31-9:00,Play,Bela 
1656,2025-05-22,9:01-9:20,do UCMAS,Bela 
1657,2025-05-22,9:21-10:30,Do anything like Watching drawing and More,Bela 
1658,2025-05-22,10:31-11:00,Do anything,Bela 
1659,2025-05-22,11:01-12:00,Maybe told to do homework or play outside.,Bela 
1660,2025-05-22,12:01-1:00,Eat,Bela 
1661,2025-05-22,1:01-2:00,eat if didn't eat from 12:01-1:00,Bela 
1662,2025-05-22,2:01-3:30,anything,Bela 
1663,2025-05-22,3:30-6:00,Home work,Bela 
1664,2025-05-22,6:01-7:30,Watch,Bela 
1665,2025-05-22,7:31-8:30,Dinner,Bela 
1666,2025-05-22,8:31-9:20,Try to sleep,Bela 
1667,2025-05-23,7:30-7:59,Woke up brushed made bed,Bela 
1668,2025-05-23,8:00-8:30,Go downstairs and eat breakfast,Bela 
1669,2025-05-23,8:31-9:00,Play,Bela 
1670,2025-05-23,9:01-9:20,do UCMAS,Bela 
1671,2025-05-23,9:21-10:30,Do anything like Watching drawing and More,Bela 
1672,2025-05-23,10:31-11:00,Do anything,Bela 
1673,2025-05-23,11:01-12:00,Maybe told to do homework or play outside.,Bela 
1674,2025-05-23,12:01-1:00,Eat,Bela 
1675,2025-05-23,1:01-2:00,eat if didn't eat from 12:01-1:00,Bela 
1676,2025-05-23,2:01-3:30,anything,Bela 
1677,2025-05-23,3:30-6:00,Home work,Bela 
1678,2025-05-23,6:01-7:30,Watch,Bela 
1679,2025-05-23,7:31-8:30,Dinner,Bela 
1680,2025-05-23,8:31-9:20,Try to sleep,Bela 
1681,2025-05-24,7:30-7:59,Woke up brushed made bed,Bela 
1682,2025-05-24,8:00-8:30,Go downstairs and eat breakfast,Bela 
1683,2025-05-24,8:31-9:00,Play,Bela 
1684,2025-05-24,9:01-9:20,do UCMAS,Bela 
1685,2025-05-24,9:21-10:30,Do anything like Watching drawing and More,Bela 
1686,2025-05-24,10:31-11:00,Do anything,Bela 
1687,2025-05-24,11:01-12:00,Maybe told to do homework or play outside.,Bela 
1688,2025-05-24,12:01-1:00,Eat,Bela 
1689,2025-05-24,1:01-2:00,eat if didn't eat from 12:01-1:00,Bela 
1690,2025-05-24,2:01-3:30,anything,Bela 
1691,2025-05-24,3:30-6:00,Home work,Bela 
1692,2025-05-24,6:01-7:30,Watch,Bela 
1693,2025-05-24,7:31-8:30,Dinner,Bela 
1694,2025-05-24,8:31-9:20,Try to sleep,Bela 
1695,2025-05-25,7:30-7:59,Woke up brushed made bed,Bela 
1696,2025-05-25,8:00-8:30,Go downstairs and eat breakfast,Bela 
1697,2025-05-25,8:31-9:00,Play,Bela 
1698,2025-05-25,9:01-9:20,do UCMAS,Bela 
1699,2025-05-25,9:21-10:30,Do anything like Watching drawing and More,Bela 
1700,2025-05-25,10:31-11:00,Do anything,Bela 
1701,2025-05-25,11:01-12:00,Maybe told to do homework or play outside.,Bela 
1702,2025-05-25,12:01-1:00,Eat,Bela 
1703,2025-05-25,1:01-2:00,eat if didn't eat from 12:01-1:00,Bela 
1704,2025-05-25,2:01-3:30,anything,Bela 
1705,2025-05-25,3:30-6:00,Home work,Bela 
1706,2025-05-25,6:01-7:30,Watch,Bela 
1707,2025-05-25,7:31-8:30,Dinner,Bela 
1708,2025-05-25,8:31-9:20,Try to sleep,Bela 
1709,2025-05-26,7:30-7:59,Woke up brushed made bed,Bela 
1710,2025-05-26,8:00-8:30,Go downstairs and eat breakfast,Bela 
1711,2025-05-26,8:31-9:00,Play,Bela 
1712,2025-05-26,9:01-9:20,do UCMAS,Bela 
1713,2025-05-26,9:21-10:30,Do anything like Watching drawing and More,Bela 
1714,2025-05-26,10:31-11:00,Do anything,Bela 
1715,2025-05-26,11:01-12:00,Maybe told to do homework or play outside.,Bela 
1716,2025-05-26,12:01-1:00,Eat,Bela 
1717,2025-05-26,1:01-2:00,eat if didn't eat from 12:01-1:00,Bela 
1718,2025-05-26,2:01-3:30,anything,Bela 
1719,2025-05-26,3:30-6:00,Home work,Bela 
1720,2025-05-26,6:01-7:30,Watch,Bela 
1721,2025-05-26,7:31-8:30,Dinner,Bela 
1722,2025-05-26,8:31-9:20,Try to sleep,Bela 
1723,2025-05-27,7:30-7:59,Woke up brushed made bed,Bela 
1724,2025-05-27,8:00-8:30,Go downstairs and eat breakfast,Bela 
1725,2025-05-27,8:31-9:00,Play,Bela 
1726,2025-05-27,9:01-9:20,do UCMAS,Bela 
1727,2025-05-27,9:21-10:30,Do anything like Watching drawing and More,Bela 
1728,2025-05-27,10:31-11:00,Do anything,Bela 
1729,2025-05-27,11:01-12:00,Maybe told to do homework or play outside.,Bela 
1730,2025-05-27,12:01-1:00,Eat,Bela 
1731,2025-05-27,1:01-2:00,eat if didn't eat from 12:01-1:00,Bela 
1732,2025-05-27,2:01-3:30,anything,Bela 
1733,2025-05-27,3:30-6:00,Home work,Bela 
1734,2025-05-27,6:01-7:30,Watch,Bela 
1735,2025-05-27,7:31-8:30,Dinner,Bela 
1736,2025-05-27,8:31-9:20,Try to sleep,Bela 
1737,2025-05-28,7:30-7:59,Woke up brushed made bed,Bela 
1738,2025-05-28,8:00-8:30,Go downstairs and eat breakfast,Bela 
1739,2025-05-28,8:31-9:00,Play,Bela 
1740,2025-05-28,9:01-9:20,do UCMAS,Bela 
1741,2025-05-28,9:21-10:30,Do anything like Watching drawing and More,Bela 
1742,2025-05-28,10:31-11:00,Do anything,Bela 
1743,2025-05-28,11:01-12:00,Maybe told to do homework or play outside.,Bela 
1744,2025-05-28,12:01-1:00,Eat,Bela 
1745,2025-05-28,1:01-2:00,eat if didn't eat from 12:01-1:00,Bela 
1746,2025-05-28,2:01-3:30,anything,Bela 
1747,2025-05-28,3:30-6:00,Home work,Bela 
1748,2025-05-28,6:01-7:30,Watch,Bela 
1749,2025-05-28,7:31-8:30,Dinner,Bela 
1750,2025-05-28,8:31-9:20,Try to sleep,Bela 
1751,2025-05-29,7:30-7:59,Woke up brushed made bed,Bela 
1752,2025-05-29,8:00-8:30,Go downstairs and eat breakfast,Bela 
1753,2025-05-29,8:31-9:00,Play,Bela 
1754,2025-05-29,9:01-9:20,do UCMAS,Bela 
1755,2025-05-29,9:21-10:30,Do anything like Watching drawing and More,Bela 
1756,2025-05-29,10:31-11:00,Do anything,Bela 
